if father deceased,MOTHER_IDENTITY,father's forename,death code A,father's occupation,month,FATHER_BIRTH_RECORD_IDENTITY,mar,year,SPOUSE_BIRTH_RECORD_IDENTITY,occupation,mother's occupation,BIRTH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,father's surname,day,marital status,death code B,Birth,forename(s) of deceased,if mother deceased,age at death,FATHER_IDENTITY,mother's forename,SPOUSE_MARRIAGE_RECORD_IDENTITY,mother's maiden surname,name of spouse,SPOUSE_IDENTITY,spouse's occ,death code C,address,sex,ID,MOTHER_BIRTH_RECORD_IDENTITY,notes1,DECEASED_IDENTITY,surname of deceased
D,3084,Charles,R54.01,,DECEMBER,3087,1273,1972,4011,FARMERS W,,4026,1052,Prochazka,15,W,,4026,Catherine,,85,3087,Isabella,1273,Rodriguez,Louis Santos,4011,RAILWAY LABOURER,,"1 Meadows Place, Lochgilphead, Argyll and Bute",F,4026,3084,SYNTHETIC DATA PRODUCED USING VALIPOP,4026,Prochazka
,2778,Matthew,A00.91,,MARCH,2859,,1889,, ,,4045,918,Jones,16,S,,4045,Anne,,0,2859,Maria,,Soto,,,,,"2183 Main Street, South Ayrshire",F,4045,2778,SYNTHETIC DATA PRODUCED USING VALIPOP,4045,Jones
,2778,Matthew,J40.01,,JANUARY,2859,,1892,, ,,4046,918,Jones,22,S,,4046,Janet,,3,2859,Maria,,Soto,,,,,"2183 Main Street, South Ayrshire",F,4046,2778,SYNTHETIC DATA PRODUCED USING VALIPOP,4046,Jones
D,3334,John,A75.90,,SEPTEMBER,2721,,1928,, ,,4047,888,Sepp,27,S,,4047,Julia,D,40,2721,Jessica,,White,,,,,"1 Thirlestane Drive, The Luggie, Lauder",F,4047,3334,SYNTHETIC DATA PRODUCED USING VALIPOP,4047,Sepp
D,2934,Lukas,J45.90,,JUNE,2891,,1956,,WASHERWOMAN,,4050,,Lopez,24,S,,4050,Christina,D,67,2891,Jeannie,,Greco,,,,,"1 Lady Margaret Drive, South Ayrshire",F,4050,2934,SYNTHETIC DATA PRODUCED USING VALIPOP,4050,Lopez
D,3046,Prochazka,C22.90,,APRIL,3005,,1957,,CROFTERS WIDOW,,4056,1009,Angns,27,S,,4056,Elsie,missing,68,3005,Isabella,,Visser,,,,,"1 North Wolridge Gardens Lane, Aberdeenshire",F,4056,3046,SYNTHETIC DATA PRODUCED USING VALIPOP,4056,Prokhazka
D,3114,James,J42.00,,AUGUST,3173,,1957,,HOUSEKEEPER,,4058,1073,Flores,24,S,,4058,Mary,D,69,3173,Ellen,,Garcia,,,,,"120 Rathad na h-Àirigh, Portree, Highland",F,4058,3114,SYNTHETIC DATA PRODUCED USING VALIPOP,4058,Flores
,2744,James,R09.10,,APRIL,2417,,1889,, ,,4083,895,WILLIAMS,19,S,,4083,Jane,,0,2417,Ann,,Larsson,,,,,"1 Victoria Place, Stranraer, Dumfries and Galloway",F,4083,2744,SYNTHETIC DATA PRODUCED USING VALIPOP,4083,WILLIAMS
,2532,Joao,I51.90,missing,NOVEMBER,2531,646,1881,2524, ,,2525,649,Popa,20,R,,2525,Bonik,,76,2531,missing,646,Emma,James Shevchuk,2524,AG LAB,,"1 Lundavra Crescent, Upper Achintor?, Fort William",F,2525,2532,SYNTHETIC DATA PRODUCED USING VALIPOP,2525,Maja
,4036,Julen,A00.91,,MAY,4035,,1889,,FARMERS DAUR,,4084,1077,Tkachenko,31,S,,4084,Annie,,0,4035,Mateja,,Hernandez,,,,,"1 Balcastle Road, Holehousemuir, Falkirk",F,4084,4036,SYNTHETIC DATA PRODUCED USING VALIPOP,4084,Tkachenko
,3009,James,J18.00,,FEBRUARY,2925,,1891,, ,,4085,934,Paulauskas,9,S,,4085,Jane,,1,2925,Reka,,Mohamed,,,,,"81 Glebe Park, Highland",F,4085,3009,SYNTHETIC DATA PRODUCED USING VALIPOP,4085,Paulauskas
,3046,Angus,J40.01,,MAY,3005,,1892,, ,,4086,1009,Prochazka,25,S,,4086,Margaret,,2,3005,Isabella,,Visser,,,,,"33 Knockcushan Street, Girvan, South Ayrshire",F,4086,3046,SYNTHETIC DATA PRODUCED USING VALIPOP,4086,Prochazka
,4071,James,R53.03,,SEPTEMBER,2941,,1892,, ,,4088,1091,HUNTER,16,S,P07.30,4088,Eleanor,,3,2941,Rachel,,Sanchez,,,,,"1 Forestry Houses, Highland",F,4088,4071,SYNTHETIC DATA PRODUCED USING VALIPOP,4088,HUNTER
,5519,Maximilian,I51.90,,FEBRUARY,5518,1483,1939,5510,DOMESTIC SERVANT,,5511,1485,Jensen,5,M,K76.90,5511,Francisca,,49,5518,Valentina,1483,,Michael Perez,5510,POLICE CONSTABLE,R60.91,"1 Balloch, Highland",F,5511,5519,SYNTHETIC DATA PRODUCED USING VALIPOP,5511,Allen
D,3264,Patrick,A16.96,,DECEMBER,3100,1292,1944,4037, ,,4094,1045,Sanchez,10,M,,4094,Jane,D,55,3100,Agnes,1292,Garcia,Tiago Tkachenko,4037,MASON,,"2 Carr Crescent, Crail, Fife",F,4094,3264,SYNTHETIC DATA PRODUCED USING VALIPOP,4094,Sanchez
D,3296,John,I61.90,,DECEMBER,2923,1291,1951,4411,LODGINGS,,4098,1059,Kovacevic,9,M,,4098,Mary,D,62,2923,Annie,1291,Kovalchuk,Simon Pena,4411,TAILOR,,"41 Ard Struan Road, Highland",F,4098,3296,SYNTHETIC DATA PRODUCED USING VALIPOP,4098,Kovacevic
D,4273,Ren,J11.10,,MAY,4272,1307,1951,4095,PIRN WINDER,,4276,1149,Ilves,12,M,,4276,Sophie,D,62,4272,Hannah,1307,Castillo,William Wozniak,4095,LABOURER,,"2 Leideag, Na h-Eileanan Siar",F,4276,4273,SYNTHETIC DATA PRODUCED USING VALIPOP,4276,Ilves
D,3266,Alexander,A16.91,,NOVEMBER,2929,1290,1956,4095,FISHERMAN'S WIDOW,,4096,1023,Larsson,21,M,,4096,Martha,D,67,2929,Mathilda,1290,Brown,William Wozniak,4095,LABOURER,,"1 St Nathans Road, Aberdeenshire",F,4096,3266,SYNTHETIC DATA PRODUCED USING VALIPOP,4096,Larsson
,3397,Jozef,R99.01,,DECEMBER,3280,,1890,, ,,4116,1020,Rossi,14,S,,4116,Elizabeth,,0,3280,Mia,,Liepins,,,,,"1 Whitehaugh View, West End, Scottish Borders",F,4116,3397,SYNTHETIC DATA PRODUCED USING VALIPOP,4116,Rossi
,2757,Gergo,I51.90,,SEPTEMBER,2756,710,1882,2747,FARMER WIFE,,2748,711,Dang,10,W,,2748,Nahia,,77,2756,Isabella,710,,Tyler Flores,2747,MARINER,,"1 Altyre Avenue, Pitteuchar, Glenrothes",F,2748,2757,SYNTHETIC DATA PRODUCED USING VALIPOP,2748,Bishwas
,3061,Joshua,A09.01,,SEPTEMBER,3210,,1890,, ,,4118,933,Petrauskas,24,S,,4118,Maggie,,0,3210,Ivana,,Perera,,,,,"1 Demondale Place, Warddykes, Arbroath",F,4118,3061,SYNTHETIC DATA PRODUCED USING VALIPOP,4118,Petrauskas
D,3044,Charles,J98.44,,JULY,2803,,1928,,COTTON WEAVER,,4124,1010,Szabo,28,S,,4124,Elizabeth,D,38,2803,Grace,,Kristiansen,,,,,"49 Whitestripes Path, Bridge of Don, Aberdeen City",F,4124,3044,SYNTHETIC DATA PRODUCED USING VALIPOP,4124,Szabo
,3176,Jose,A16.93,,SEPTEMBER,3514,,1928,, ,,4128,1099,Garcia,17,S,,4128,Elizabeth,,38,3514,Ann,,CONLLY,,,,,"2 Plainfield Terrace, Monksford House, Scottish Borders",F,4128,3176,SYNTHETIC DATA PRODUCED USING VALIPOP,4128,Garcia
D,3162,Thomas,R53.03,,SEPTEMBER,3047,,1971,,JOINT TENNANT WITH HEAD OF FAMILY,,4130,1044,Soto,10,S,,4130,Jane,D,81,3047,Jeannie,,Mohamed,,,,,"1 Cowden Road, Perth and Kinross",F,4130,3162,SYNTHETIC DATA PRODUCED USING VALIPOP,4130,Soto
D,3296,John,J42.00,,OCTOBER,2923,,1972,, ,,4134,1059,Kovacevic,10,S,,4134,Catherine,D,82,2923,Annie,,Kovalchuk,,,,,"2 Haddo Crescent, Aberdeenshire",F,4134,3296,SYNTHETIC DATA PRODUCED USING VALIPOP,4134,Kovacevic
,2778,Matthew,I51.90,,FEBRUARY,2859,,1892,, ,,4151,918,Jones,28,S,,4151,Ann,,0,2859,Maria,,Soto,,,,,"2183 Main Street, South Ayrshire",F,4151,2778,SYNTHETIC DATA PRODUCED USING VALIPOP,4151,Jones
D,3371,Richard,J20.91,,APRIL,2911,,1949,, ,,4156,1074,Grech,28,S,,4156,Isabella,D,57,2911,Lisandra,,Nguyen,,,,,"1 Morven Crescent, Blackhouse, Peterhead",F,4156,3371,SYNTHETIC DATA PRODUCED USING VALIPOP,4156,Grech
,4548,Matheus,R50.90,,SEPTEMBER,4547,,1949,, ,,4552,1229,Williams,30,S,,4552,Krystyna,D,57,4547,Krystyna,,Tremblay,,,,,"257 Sauchenbush Road, Templehall, Kirkcaldy",F,4552,4548,SYNTHETIC DATA PRODUCED USING VALIPOP,4552,Williams
D,3172,Liam,J20.91,,JUNE,3477,1366,1952,4197,RETIRED COOK INCOME FROM BANK INTEREST,,4158,1035,Prochazka,29,M,J18.90,4158,Ann,D,61,3477,Martha,1366,Rivera,John Andersson,4197,AG LAB,,"2 Rha Bank, Highland",F,4158,3172,SYNTHETIC DATA PRODUCED USING VALIPOP,4158,Prochazka
D,3296,John,C52.00,,OCTOBER,2923,1309,1956,4025,WIFE,,4162,1059,Kovacevic,18,W,,4162,Mary,D,65,2923,Annie,1309,Kovalchuk,James Greco,4025,PLOUGHMAN,,"1 St John Street, Calton, Campbeltown",F,4162,3296,SYNTHETIC DATA PRODUCED USING VALIPOP,4162,Kovacevic
D,1127,William,A16.96,,JUNE,823,,1855,, ,,1713,286,WILLIAMS,11,S,,1713,Margaret,,48,823,Madison,,Stojanovic,,,,,"2 Weensmoore, Scottish Borders",F,1713,1127,SYNTHETIC DATA PRODUCED USING VALIPOP,1713,WILLIAMS
D,3009,James,I51.90,,JANUARY,2925,1354,1956,3615,HOUSE KEEPER,,4152,934,Paulauskas,19,W,,4152,Annie,D,64,2925,Reka,1354,Mohamed,David Jones,3615,AG LAB,,"2 Hartrigge Road, Scaurs, Jedburgh",F,4152,3009,SYNTHETIC DATA PRODUCED USING VALIPOP,4152,Paulauskas
,4437,Veeti,R54.05,,APRIL,4436,1347,1957,4304,FARMER'S WIDOW 15 AC,,4441,1200,Morales,19,W,,4441,Dorina,D,65,4436,Aoi,1347,Carvalho,Patrick Iliev,4304,RETIRED SERV,,"3 Pairc Uilleim, Highland",F,4441,4437,SYNTHETIC DATA PRODUCED USING VALIPOP,4441,Morales
,5480,Thomas,R53.03,,MARCH,5479,1473,1963,5470, ,,5471,1474,Guo,13,W,,5471,Irena,,71,5479,Natalie,1473,,Jon Martinez,5470,SHOEMAKER,,"99 Anchor Crescent, Seedhill, Paisley",F,5471,5480,SYNTHETIC DATA PRODUCED USING VALIPOP,5471,Bolkvadze
,5195,Jonas,J42.00,,SEPTEMBER,5194,1396,1970,5187,PAUPER,,5188,1397,Davis,12,W,,5188,Lea,,78,5194,Constanza,1396,,Juho De Vries,5187,TAILOR,,"1 Farnell Way, Bellyeoman, Dunfermline",F,5188,5195,SYNTHETIC DATA PRODUCED USING VALIPOP,5188,Gomez
,2908,Jack,A16.93,,SEPTEMBER,4148,1387,1929,4247,SHEPHERD'S WIFE,,4180,1116,Dumitru,26,M,,4180,Ann,D,36,4148,Jane,1387,Soto,Thomas Flores,4247,SEED CLERK,,"1 Bargrennan Road, South Ayrshire",F,4180,2908,SYNTHETIC DATA PRODUCED USING VALIPOP,4180,Dumitru
D,3174,John,K31.94,,OCTOBER,3139,,1929,, ,,4190,1120,Rivera,7,M,K76.10,4190,Cirsty,D,36,3139,Christina,,Jones,,,,I50.90,"2 Holmfoot, Scottish Borders",F,4190,3174,SYNTHETIC DATA PRODUCED USING VALIPOP,4190,Rivera
,3232,Jeffrey,C55.00,,AUGUST,4077,1400,1929,4185, ,,4192,,Varga,30,M,,4192,Margaret,,36,4077,Jessie,1400,Flores,Archibald Prochazka,4185,HAND LOOM WEAVER SILK COTTON & WORSTED,,"631 Manse Road, North Ayrshire",F,4192,3232,SYNTHETIC DATA PRODUCED USING VALIPOP,4192,Varga
D,4108,William,A01.00,,OCTOBER,3229,,1929,, ,,4198,1124,Rodriguez,7,M,,4198,Agnes,D,36,3229,Emma,,Sanchez,,,,,"4 Cille Bha 'Nain, Buailledubh, Na h-Eileanan Siar",F,4198,4108,SYNTHETIC DATA PRODUCED USING VALIPOP,4198,Rodriguez
D,3346,Kenneth,C16.90,,FEBRUARY,3143,1399,1940,4311, ,,4196,1103,Jones,18,M,,4196,Annie,,47,3143,Catherine,1399,Maisuradze,George Soto,4311,LABOURER,,"1 Burial Brae, Anstruther Easter, Anstruther",F,4196,3346,SYNTHETIC DATA PRODUCED USING VALIPOP,4196,Jones
D,3545,Samuel,J98.90,,DECEMBER,3329,1388,1946,4089,COTTON YARN WINDER,,4182,1118,Mohamed,1,M,,4182,Jane,D,54,3329,Laura,1388,Hasani,Robert Anderson,4089,SPIRIT DEALER & GROCER,,"1 Kerse Avenue, North Ayrshire",F,4182,3545,SYNTHETIC DATA PRODUCED USING VALIPOP,4182,Mohamed
D,934,Eetu,M79.00,,SEPTEMBER,1296,,1856,,CARPENTER'S WIFE,,1714,402,Rasmussen,30,S,,1714,Jane,D,50,1296,Janet,,STEWART,,,,,"1 Millfield Road, Dumfries and Galloway",F,1714,934,SYNTHETIC DATA PRODUCED USING VALIPOP,1714,Rasmussen
D,3046,Angus,J42.00,,FEBRUARY,3005,1321,1970,4137,KEEPS LODGERS,,4184,1009,Prochazka,14,W,,4184,Cathrine,D,77,3005,Isabella,1321,Visser,John Nguyen,4137,(FORMERLY) FISHERMAN,,"1 Clanranald Terrace, Highland",F,4184,3046,SYNTHETIC DATA PRODUCED USING VALIPOP,4184,Prochazka
D,3074,Sebastian,G83.90,,MAY,3733,1459,1970,4163,LABOURER'S WIDOW,,4188,1119,Schroeder,20,D,,4188,Ellen,,78,3733,Ann,1459,Kristiansen,Frances Jones,4163,AG LAB & ARTY PENSIONER,,"1 The Grange, Scottish Borders",F,4188,3074,SYNTHETIC DATA PRODUCED USING VALIPOP,4188,Schroeder
,4679,Clement,R54.05,,AUGUST,4678,1314,1972,3937,PENTIONERS WIFE,,4680,1268,Juric,9,W,R53.03,4680,Elzbieta,,79,4678,Samantha,1314,,James Soto,3937,AGR LABOURER,,"1 Pairc Uilleim, Highland",F,4680,4679,SYNTHETIC DATA PRODUCED USING VALIPOP,4680,Juric
,5240,Felix,J42.00,,JULY,5239,1411,1972,5235, ,,5236,1412,Smit,10,W,,5236,Sofie,,80,5239,Katrin,1411,,Alexander Dang,5235,TAILOR,,"1 Cleddans Road, Radnor Park, West Dunbartonshire",F,5236,5240,SYNTHETIC DATA PRODUCED USING VALIPOP,5236,Diaz
,2910,Philip,A46.00,,JULY,2935,,1893,, ,,4214,944,Hernandez,30,S,,4214,Grace,,0,2935,Whelemina,,Visser,,,,,"1 Queen Street, Calton, Campbeltown",F,4214,2910,SYNTHETIC DATA PRODUCED USING VALIPOP,4214,Hernandez
,3011,Ethan,B54.03,,MARCH,2980,,1893,, ,,4215,952,Greco,29,S,,4215,Margaret,,0,2980,Chloe,,Mohamed,,,,,"1 Rha Bank, Highland",F,4215,3011,SYNTHETIC DATA PRODUCED USING VALIPOP,4215,Greco
,3046,Angus,G03.90,,SEPTEMBER,3005,,1893,, ,,4216,1009,Prochazka,15,S,,4216,Sarah,D,0,3005,Isabella,,Visser,,,,,"33 Knockcushan Street, Girvan, South Ayrshire",F,4216,3046,SYNTHETIC DATA PRODUCED USING VALIPOP,4216,Prochazka
,5688,Guomundur,J11.10,,FEBRUARY,5687,,1957,, ,,5689,1538,Quliyev,28,S,,5689,Sofia,,63,5687,Elena,,,,,,,"1 Well Road, Woodside, Fife",F,5689,5688,SYNTHETIC DATA PRODUCED USING VALIPOP,5689,Quliyev
D,3146,Angus,J40.01,,FEBRUARY,3005,,1951,, ,,4236,1136,Prochazka,7,S,,4236,Margaret,D,56,3005,Betsy,,Rojas,,,,,"1 North Wolridge Gardens Lane, Aberdeenshire",F,4236,3146,SYNTHETIC DATA PRODUCED USING VALIPOP,4236,Prochazka
D,3176,Jose,I51.50,,JANUARY,3514,,1957,, ,,4238,1099,Garcia,19,S,J40.02,4238,Catherine,D,62,3514,Ann,,CONLLY,,,,,"2 Plainfield Terrace, Monksford House, Scottish Borders",F,4238,3176,SYNTHETIC DATA PRODUCED USING VALIPOP,4238,Garcia
D,990,William,K31.94,,JULY,731,,1861,, ,,1716,367,Smith,5,S,,1716,Sarah,D,55,731,Alice,,Garcia,,,,,"1 Lochview, Perth and Kinross",F,1716,990,SYNTHETIC DATA PRODUCED USING VALIPOP,1716,Smith
,4853,Benjamin,A16.96,,MAY,4852,,1948,, ,,4854,1311,Contreras,1,S,,4854,Mariana,,52,4852,Emma,,,,,,,"1 Princes Street, Newton Stewart, Dumfries and Galloway",F,4854,4853,SYNTHETIC DATA PRODUCED USING VALIPOP,4854,Contreras
D,4920,David,G83.90,,AUGUST,4919,,1956,,LABOURER WIFE,,4923,1326,White,10,S,,4923,Catarina,D,60,4919,Maricel,,Zielinski,,,,,"1 Wairdlaw, Blackburn, West Lothian",F,4923,4920,SYNTHETIC DATA PRODUCED USING VALIPOP,4923,White
D,5989,Aaron,C80.90,,MARCH,5988,,1957,,TENANT'S WIFE,,5991,1652,De Vries,15,S,,5991,Kristin,D,61,5988,Ava,,Morales,,,,,"1 Chestnut Crescent, Greenhills, East Kilbride",F,5991,5989,SYNTHETIC DATA PRODUCED USING VALIPOP,5991,De Vries
D,3072,James,J11.10,,NOVEMBER,2745,,1957,,DERNER OF COTTON CLOTH,,4260,1143,Greco,8,W,,4260,Bella,D,62,2745,Isabella,,Markovic,,,,,"1 Wildcat Cleuch, Glenburn Hall, Jedburgh",F,4260,3072,SYNTHETIC DATA PRODUCED USING VALIPOP,4260,Greco
,3384,Nathan,J40.01,,OCTOBER,3602,1401,1965,4245, ,,4264,1110,Andersson,11,D,,4264,Isabella,D,70,3602,Isabella,1401,Jones,Adam WILLIAMS,4245,GROCER & CHINA MERCHANT,,"39 Ard Struan Road, Highland",F,4264,3384,SYNTHETIC DATA PRODUCED USING VALIPOP,4264,Andersson
D,3084,Charles,K56.60,,APRIL,3087,1337,1965,4125, ,,4258,1052,Prochazka,16,W,,4258,Jane,,70,3087,Isabella,1337,Rodriguez,Andrew de Boer,4125,JOINER,,"2 Pairc Uilleim, Highland",F,4258,3084,SYNTHETIC DATA PRODUCED USING VALIPOP,4258,Prochazka
,3627,Robert,J18.90,,NOVEMBER,3389,1336,1966,4155,DRESS MAKER,,4262,1144,Smith,23,W,,4262,Margaret,D,71,3389,Julie,1336,Zhu,James Watanabe,4155,TEACHER ENGLISH,,"1589 Castle Road, South Ayrshire",F,4262,3627,SYNTHETIC DATA PRODUCED USING VALIPOP,4262,Smith
,3978,Ryan,G06.00,,JANUARY,3977,,1897,, ,,4282,1062,Kobayashi,29,S,,4282,Kate,,0,3977,Aada,,Svensson,,,,,"1 Mortonhall Park Grove, Liberton and District, City of Edinburgh",F,4282,3978,SYNTHETIC DATA PRODUCED USING VALIPOP,4282,Kobayashi
,3296,James,A16.96,,AUGUST,3105,,1930,, ,,4290,1129,Paulauskas,15,S,,4290,Andrewina,,33,3105,Annie,,Kovalchuk,,,,,"2 Haddo Crescent, Aberdeenshire",F,4290,3296,SYNTHETIC DATA PRODUCED USING VALIPOP,4290,Paulauskas
,4437,Morales,C55.00,,9,4436,1441,1953,4421,FLAX MILL WORKER,,4439,1200,Veeti,OCTOBER,M,,4439,Natasta,,56,4436,Aoi,1441,Carva?ho,John WILLIAMS,4421,FISHERMAN,,"1 St Margaret's Drive, West End, Hawick",F,4439,4437,SYNTHETIC DATA PRODUCED USING VALIPOP,4439,Morales
D,1228,Thos,N05.94,,MAY,1005,,1861,,CONTRACTORS WIFE,,1728,419,Prochazka,15,S,,1728,Sarah,D,54,1005,Lissie,,Larsson,,,,,"1 Gardenrose Path, Maybole, South Ayrshire",F,1728,1228,SYNTHETIC DATA PRODUCED USING VALIPOP,1728,Prochazka
D,3176,Jose,I80.90,,FEBRUARY,3514,1448,1953,5003,AG LAB WIFE,,4312,1099,Garcia,12,M,R02.02,4312,Margt,D,55,3514,Ann,1448,CONLLY,Noah Popa,5003,SHOEMAKER,,"2 The Old Creamery, Netherurd House, Scottish Borders",F,4312,3176,SYNTHETIC DATA PRODUCED USING VALIPOP,4312,Garcia
,3926,Joshua,R99.01,,FEBRUARY,3816,1449,1956,4474, ,,4314,1164,Santana,18,R,,4314,Elizabeth,D,58,3816,Regina,1449,Jimenez,Tobias Krajnc,4474,PROVISION MERCHANT,,"1 Allanbank, Lauder, Scottish Borders",F,4314,3926,SYNTHETIC DATA PRODUCED USING VALIPOP,4314,Santana
D,3534,Jack,K56.60,,DECEMBER,4148,1389,1957,4403,SHOP KEEPER BAKER,,4318,1131,Dumitru,10,M,,4318,Elizabeth,,60,4148,Margaret,1389,Rossi,William Larsson,4403,FARMER OF 80 ACRES EMPLOYING 2 LABOURERS & A BOY,,"2 Cora Linn Court, North Ayrshire",F,4318,3534,SYNTHETIC DATA PRODUCED USING VALIPOP,4318,Dumitru
D,3032,John,J45.90,,AUGUST,2737,1404,1944,4221,HOUSE KEEPER,,4327,971,Novak,16,M,,4327,Elizabeth,D,46,2737,Margaret,1404,Anderson,William Andersson,4221,MASON,,"1 Sinclair Drive, Soroba, Oban",F,4327,3032,SYNTHETIC DATA PRODUCED USING VALIPOP,4327,Novak
D,3302,Davide,G03.90,,SEPTEMBER,4007,1403,1944,4265, ,,4330,1169,Santos,25,M,,4330,Janet,D,46,4007,Isabella,1403,Schroeder,James Bonik,4265,SEAMAN,,"1 Carngour, St Andrews, Fife",F,4330,3302,SYNTHETIC DATA PRODUCED USING VALIPOP,4330,Santos
D,4108,James,K25.90,,JANUARY,3265,1416,1945,4241, ,,4338,1171,Bonik,13,M,R60.11,4338,Margaret,D,46,3265,Emma,1416,Sanchez,James Kiss,4241,MERCHANT,,"2 Steele Croft Road, Highland",F,4338,4108,SYNTHETIC DATA PRODUCED USING VALIPOP,4338,Bonik
missing,3412,Aler,R50.90,,23,3413,1402,1950,4365, ,,4334,1146,Bonik,SEPTEMBER,M,,4334,Helen,D,52,3413,Rojas,1402,Isabella,John Kobayashi,4365,LAB,,"1 Braehouse, Scottish Borders",missing,4334,3412,SYNTHETIC DATA PRODUCED USING VALIPOP,4334,Bonik
,6382,Andre,C76.00,,APRIL,6381,1807,1955,6376, ,,6377,1808,Garcia,19,M,,6377,Alessia,,57,6381,Chloe,1807,,Andrew Ilves,6376, ,,"1 Linlithgow Bridge, Linlithgow, West Lothian",F,6377,6382,SYNTHETIC DATA PRODUCED USING VALIPOP,6377,Beridze
,3384,Nathan,I64.01,,SEPTEMBER,3602,1315,1956,4119, ,,4332,1110,Andersson,16,W,,4332,Mary,D,58,3602,Isabella,1315,Jones,James Mohamed,4119,CARTER,,"42 Ard Struan Road, Highland",F,4332,3384,SYNTHETIC DATA PRODUCED USING VALIPOP,4332,Andersson
D,3620,Hansen,C34.90,,30,3810,1417,1966,5111, ,,4340,1173,Lorenzo,JUNE,D,missing,4340,Christina,D,67,3810,Caroline,1417,Greco,Bense Muratovic,5111,CROFTER,,"43 Duntaylor Avenue, Aberfeldy, Perth and Kinross",F,4340,3620,SYNTHETIC DATA PRODUCED USING VALIPOP,4340,Hansen
D,1364,Ben,R54.05,,APRIL,1363,371,1864,1257, ,,1365,315,Larsson,1,W,,1365,Amy,D,87,1363,Sophie,371,Smit,Jose Martinez,1257,HOUSE PROPRIETOR,,"1 Milne Gardens, Crail, Fife",F,1365,1364,SYNTHETIC DATA PRODUCED USING VALIPOP,1365,Larsson
,2952,Robin,G83.90,,OCTOBER,2951,,1867,,DOMESTIC SERV,,2953,768,Pedersen,5,S,,2953,Megane,,61,2951,Hannah,,,,,,,"31 Barnford Crescent, Alloway, South Ayrshire",F,2953,2952,SYNTHETIC DATA PRODUCED USING VALIPOP,2953,Pedersen
D,4720,Ethan,M79.00,,MAY,4719,1394,1966,3969, ,,4721,1274,Grigoryan,19,W,,4721,Manon,D,67,4719,Emma,1394,Каbaney,Alfred Szabo,3969,CARTER,,"2 Prestonfield Road, Annan, Dumfries and Galloway",F,4721,4720,SYNTHETIC DATA PRODUCED USING VALIPOP,4721,Grigoryan
,3032,John,A36.21,,NOVEMBER,2737,,1899,, ,,4353,971,Novak,21,S,,4353,Margret,,0,2737,Margaret,,Anderson,,,,,"2 Glen Gardens, Braeleny Farm, Callander",F,4353,3032,SYNTHETIC DATA PRODUCED USING VALIPOP,4353,Novak
D,3176,Jose,I51.90,,JANUARY,3514,,1973,, ,,4355,1099,Garcia,19,S,K31.91,4355,Jannet,D,73,3514,Ann,,CONLLY,,,,,"2 Plainfield Terrace, Monksford House, Scottish Borders",F,4355,3176,SYNTHETIC DATA PRODUCED USING VALIPOP,4355,Garcia
D,3369,Victor,R99.01,,OCTOBER,3008,,1973,, ,,4356,1053,Mohamed,25,S,,4356,Mary,D,74,3008,Amy,,Nguyen,,,,,"2 Benrig Manse, Scottish Borders",F,4356,3369,SYNTHETIC DATA PRODUCED USING VALIPOP,4356,Mohamed
D,4437,Vee?i,R99.01,,13,4436,,1973,, ,,4438,1200,Morales,APRIL,S,,4438,Olivya,,73,4436,Aoi,,Carvalho,,,,,"1 Mount Crescent, Dufftown, Moray",F,4438,4437,SYNTHETIC DATA PRODUCED USING VALIPOP,4438,Morales
D,4472,Aaron,R99.01,,JULY,4471,,1973,, ,,4473,1212,Krajnc,26,S,,4473,Teresa,D,74,4471,Ella,,Kaya,,,,,"1 Lochwood Loan, Croftfoot, Moodiesburn",F,4473,4472,SYNTHETIC DATA PRODUCED USING VALIPOP,4473,Krajnc
,3110,Rojas,K63.91,,SEPTEMBER,3145,,1900,, ,,4386,1034,William,28,S,,4386,Rozas,,0,3145,Agn?st,,WILLIAMS,missing,,,,"23 Eilean Rise, Ellon, Aberdeenshire",F,4386,3110,SYNTHETIC DATA PRODUCED USING VALIPOP,4386,Jessie
,3302,Davide,B05.90,,NOVEMBER,4007,,1900,, ,,4388,1169,Santos,19,S,,4388,Bridget,,0,4007,Isabella,,Schroeder,,,,,"1 Benview Terrace, Clackmannanshire",F,4388,3302,SYNTHETIC DATA PRODUCED USING VALIPOP,4388,Santos
,3384,Nathan,F03.00,,SEPTEMBER,3602,,1972,,SPINNING WOOL,,4392,1110,Andersson,5,S,R53.03,4392,Margaret,D,72,3602,Isabella,,Jones,,,,,"1 Tortorston Drive, Coplandhill, Aberdeenshire",F,4392,3384,SYNTHETIC DATA PRODUCED USING VALIPOP,4392,Andersson
D,3620,Lorenzo,R99.01,,DECEMBER,3810,,1972,, ,,4398,1173,Hansen,4,S,,4398,Isabella,D,72,3810,Caroline,,Greco,,,,,"1 Caltrop Place, Hillpark, Bannockburn",F,4398,3620,SYNTHETIC DATA PRODUCED USING VALIPOP,4398,Hansen
,3484,Unai,R99.01,,JANUARY,3483,,1878,, ,,3485,916,Rotari,23,S,,3485,Riko,,71,3483,Olivia,,,,,,,"1 Macduff Place, Dufftown, Moray",F,3485,3484,SYNTHETIC DATA PRODUCED USING VALIPOP,3485,Rotari
