Death,MOTHER_IDENTITY,father's forename,father's occupation,sex,FATHER_BIRTH_RECORD_IDENTITY,day of parents' marriage,place of parent's marriage,CHILD_IDENTITY,mother's occupation,family,illegit,DEATH_RECORD_IDENTITY,father's surname,MARRIAGE_RECORD_IDENTITY3,birth day,MARRIAGE_RECORD_IDENTITY2,PARENT_MARRIAGE_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,month of parents' marriage,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5,FATHER_IDENTITY,mother's forename,child's forname(s),mother's maiden surname,birth year,address,ID,MOTHER_BIRTH_RECORD_IDENTITY,notes,child's surname,marriage,year of parents' marriage,birth month
4047,3334,John,STOREMAN,F,2721,22,The Luggie Lauder ,4047,DOMESTIC SERVANT,888,,4047,Sepp,,10,,888,,JULY,,,2721,Jessica,Julia,White,1888,"1 Thirlestane Drive, The Luggie, Lauder",4047,3334,SYNTHETIC DATA PRODUCED USING VALIPOP,Sepp,888,1866,MAY
,2910,Philip,LABOURER'S WIFE,F,2935,14,Calton Campbeltown ,4048,DYER,944,,,Hernandez,,24,,944,,JANUARY,,,2935,Whelemina,Rose,Visser,1888,"1 Queen Street, Calton, Campbeltown",4048,2910,SYNTHETIC DATA PRODUCED USING VALIPOP,Hernandez,944,1871,MARCH
4050,2934,Lukas,AG LAB,F,2891,,,4050, ,1079,illegitimate,4050,Lopez,,28,,,,,,,2891,Jeannie,Christina,Greco,1888,,4050,2934,SYNTHETIC DATA PRODUCED USING VALIPOP,Lopez,,,SEPTEMBER
,3978,Ryan,PUBLISHERS CLERK,F,3977,23,,4054, ,1062,,,Kobayashi,,11,,1062,,FEBRUARY,,,3977,Aada,Isabella,Svensson,1888,"1 Mortonhall Park Grove, Liberton and District, City of Edinburgh",4054,3978,SYNTHETIC DATA PRODUCED USING VALIPOP,Kobayashi,1062,1875,MARCH
4056,3046,Prochazka,HAND LOOM COTTON WEAVER,missing,3005,26,Girvan South Ayrshire,4056, ,1009,,4056,Angus,,3,,1009,,OCTOBER,,,3005,Isabella,Prozhazka,Visser,1888,"33 Knockcushan Strwet, Girvan, South Ayrshire",4056,3046,SYNTHETIC DATA PRODUCED USING VALIPOP,Elsie,1009,1878,AUGUST
4058,3114,James,BLACKSMITH,F,3173,31,Weensmoore Scottish Borders,4058, ,1073,missing,4058,Flores,,13,,1073,,MARCH,,,3173,Ellen,Maty,Garsia,1888,"2 Weensmoore, Scottish Borders",4058,3114,SYNTHETIC DATA PRODUCED USING VALIPOP,Florest,1073,1884,AUGUST
3132,2492,David,CHIMNEY SWEEPER,F,1995,25,Girnick Scottish Borders,3132, ,705,,3132,Sanchez,,6,,705,,AUGUST,,,1995,Antonia,Ann,Soto,1859,"1 Girnick, Scottish Borders",3132,2492,SYNTHETIC DATA PRODUCED USING VALIPOP,Sanchez,705,1839,AUGUST
,3438,Jack,HOUSE PAINTER,F,3474,27,Selwick Hoy,4064,SCHOLAR,1084,,,Santana,,23,,1084,,DECEMBER,,,3474,Jane,Isabella,Boykohighlanders),1888,"1 Selwick, Hoy",4064,3438,SYNTHETIC DATA PRODUCED USING VALIPOP,Santana,1084,1885,JANUARY
,3004,John,BRICK MAKER,F,3045,3,Highland,4052,HOUSEKEEPER,1066,,,Mohamed,,18,,1066,1439,SEPTEMBER,,,3045,Jean,Jemima,Rodriguez,1888,"1 Londubh Road, Highland",4052,3004,SYNTHETIC DATA PRODUCED USING VALIPOP,Mohamed,1066,1883,DECEMBER
,3302,James,LINEN WEAVER,F,1861,29,Rummond Fife,4062,DOMESTIC SERVANT,1083,,,HUNTER,,25,,1083,1385,DECEMBER,,,1861,Isabella,Anna,Schroeder,1888,"3 Old St. Andrews Road, Rummond, Fife",4062,3302,SYNTHETIC DATA PRODUCED USING VALIPOP,HUNTER,1083,1885,DECEMBER
,3264,Patrick,PLOUGHMAN,F,3100,20,Wallacetown Ayr ,4060, ,1045,,,Sanchez,,30,,1045,1280,JUNE,,,3100,Agnes,Agnes,Garcia,1888,"1 Damside, Wallacetown, Ayr",4060,3264,SYNTHETIC DATA PRODUCED USING VALIPOP,Sanchez,1045,1881,MAY
4083,2744,James,PRIVATE HOTEL KEEPER,F,2417,27,Stranraer Dumfries and Galloway,4083,DRAINER'S WIFE,895,,4083,WILLIAMS,,6,,895,,JUNE,,,2417,Ann,Jane,Larsson,1889,"1 Victoria Place, Stranraer, Dumfries and Galloway",4083,2744,SYNTHETIC DATA PRODUCED USING VALIPOP,WILLIAMS,895,1864,MARCH
4084,4036,Julen, ,F,4035,23,,4084, ,1077,,4084,Tkachenko,,20,,1077,,JUNE,,,4035,Mateja,Annie,Hernandez,1889,"1 Balcastle Road, Holehousemuir, Falkirk",4084,4036,SYNTHETIC DATA PRODUCED USING VALIPOP,Tkachenko,1077,1868,MARCH
4085,3009,James,DAY LABOURER,F,2925,30,Highland,4085,WIDOW UNEMPLOYED,934,,4085,Paulauskas,,5,,934,,NOVEMBER,,,2925,Reka,Jane,Mohamed,1889,"81 Glebe Park, Highland",4085,3009,SYNTHETIC DATA PRODUCED USING VALIPOP,Paulauskas,934,1869,DECEMBER
4086,3046,Angus,HAND LOOM COTTON WEAVER,F,3005,26,Girvan South Ayrshire,4086, ,1009,,4086,Prochazka,,11,,1009,,OCTOBER,,,3005,Isabella,Margaret,Visser,1889,"33 Knockcushan Street, Girvan, South Ayrshire",4086,3046,SYNTHETIC DATA PRODUCED USING VALIPOP,Prochazka,1009,1878,JUNE
4088,4071,James,SHEPHERD,F,2941,27,Highland,4088,WEAVER LINEN,1091,,4088,HUNTER,,10,,1091,,DECEMBER,,,2941,Rachel,Eleanor,Sanchez,1889,"1 Forestry Houses, Highland",4088,4071,SYNTHETIC DATA PRODUCED USING VALIPOP,HUNTER,1091,1885,MAY
,3110,Rojas,IRON MINER,F,3145,9,Ellln Aberdeenshire,4090,WHITE FISHER WIFE,1034,,,William,,17,,1034,,APRzL,,,3145,WILLIAMS,Agnes,Agnes,1889,"23 Eilean Rise, Ellon, Aberdeenshire",4090,3110,SYNTHETIC DATA PRODUCED USING VALIPOP,Rojals,1034,1878,JULY
3134,2202,Tyler,SUB AGENT,F,2491,25,Weensmoore Scottish Borders,3134,COTTON BLEACHER,717,,3134,Soto,,10,,717,,JANUARY,,,2491,Elizabeth,Marion,Fernandez,1859,"1 Weensmoore, Scottish Borders",3134,2202,SYNTHETIC DATA PRODUCED USING VALIPOP,Soto,717,1844,JUNE
,3204,Robin,BLACKSMITH,F,3549,24,Highland,4092,HAND LOOM CANVAS WEAVER,1092,,,Kiss,,11,,1092,,JANUARY,,,3549,Mary,Ann,Wozniak,1889,"3 Bail Ur, Highland",4092,3204,SYNTHETIC DATA PRODUCED USING VALIPOP,Kiss,1092,1886,JANUARY
4094,3264,Patrick,COAL PIT ENGINE KEEPER,F,3100,20,Wallacetown Ayr ,4094, ,1045,,4094,Sanchez,,2,,1045,1292,JUNE,,,3100,Agnes,Jane,Garcia,1889,"1 Damside, Wallacetown, Ayr",4094,3264,SYNTHETIC DATA PRODUCED USING VALIPOP,Sanchez,1045,1881,NOVEMBER
4098,3296,John,JUTE WEAVER,F,2923,17,Highland,4098,POWER LOOM WEAVER,1059,,4098,Kovacevic,,8,,1059,1291,JANUARY,,,2923,Annie,Mary,Kovalchuk,1889,"40 Ard Struan Road, Highland",4098,3296,SYNTHETIC DATA PRODUCED USING VALIPOP,Kovacevic,1059,1884,MAY
4096,3266,Alexander,FARMER OF 4 ACRES,F,2929,24,,4096,DOMESTIC SERVANT,1023,illegitimate,4096,Larsson,,2,,1023,1290,MAY,,,2929,Mathilda,Martha,Brown,1889,"1 Broad Lane, Moray",4096,3266,SYNTHETIC DATA PRODUCED USING VALIPOP,Larsson,1023,1887,SEPTEMBER
4116,3397,Jozef,MINISTER OF MEBON INDPENDENT CHURCH,F,3280,missing,West End Scottzsh Borders,4116, ,1020,,4116,Rossi,,23,,1020,,SEPTEMBER,,,3280,Mia,Rossi,Liepins,1890,"1 Whitehaugh View, Wewt End, Scottish Borders",4116,3397,SYNTHETIC DATA PRODUCED USING VALIPOP,Elizabeth,1020,1878,AUGUST
4118,3061,Joshua,RAILWAY LABOURER,F,3210,20,Warddykes Arbroath ,4118, ,933,,4118,Petrauskas,,15,,933,,FEBRUARY,,,3210,Ivana,Maggie,Perera,1890,"1 Demondale Place, Warddykes, Arbroath",4118,3061,SYNTHETIC DATA PRODUCED USING VALIPOP,Petrauskas,933,1869,AUGUST
,3978,Ryan,PUBLISHERS CLERK,F,3977,23,,4122, ,1062,,,Kobayashi,,24,,1062,,FEBRUARY,,,3977,Aada,Mary,Svensson,1890,"1 Mortonhall Park Grove, Liberton and District, City of Edinburgh",4122,3978,SYNTHETIC DATA PRODUCED USING VALIPOP,Kobayashi,1062,1875,JULY
4124,3044,Charles,BLACKSMITH,F,2803,12,Bridge of Don Aberdeen City,4124,NURSE,1010,,4124,Szabo,,4,,1010,,JANUARY,,,2803,Grace,Elizabeth,Kristiansen,1890,"49 Whitestripes Path, Bridge of Don, Aberdeen City",4124,3044,SYNTHETIC DATA PRODUCED USING VALIPOP,Szabo,1010,1877,JANUARY
4128,3176,Jose,PLOUGHMAN,F,3514,31,Monksford House Scottish Borders,4128,HOUSEWIFE,1099,,4128,Garcia,,25,,1099,,OCTOBER,,,3514,Ann,Elizabeth,CONLLY,1890,"2 Plainfield Terrace, Monksford House, Scottish Borders",4128,3176,SYNTHETIC DATA PRODUCED USING VALIPOP,Garcia,1099,1886,MAY
4130,3162,Thomas,LABOURER (AG),F,3047,20,,4130,POWER LOOM WEAVER,1044,,4130,Soto,,10,,1044,,NOVEMBER,,,3047,Jeannie,Jane,Mohamed,1890,"1 Cowden Road, Perth and Kinross",4130,3162,SYNTHETIC DATA PRODUCED USING VALIPOP,Soto,1044,1885,AUGUST
3138,2368,Matthew,PLOUGHMAN,F,2653,,,3138,DRESS MAKER,821,illegitimate,3138,Rojas,,1,,,,,,,2653,Ann,Janet,CONLLY,1859,,3138,2368,SYNTHETIC DATA PRODUCED USING VALIPOP,Rojas,,,SEPTEMBER
4134,3296,John,JUTE WEAVER,F,2923,17,Highland,4134,POWER LOOM WEAVER,1059,,4134,Kovacevic,,10,,1059,,JANUARY,,,2923,Annie,Catherine,Kovalchuk,1890,"40 Ard Struan Road, Highland",4134,3296,SYNTHETIC DATA PRODUCED USING VALIPOP,Kovacevic,1059,1884,APRIL
,3627,Hugh,FURNACE KEEPER,F,3103,3,Girvan South Ayrshire,4136,DOMESTIC SERVANT,1068,,,Visser,,11,,1068,,JULY,,,3103,Julie,Rachael,Zhu,1890,"252 Golf Course Road, Girvan, South Ayrshire",4136,3627,SYNTHETIC DATA PRODUCED USING VALIPOP,Visser,1068,1884,NOVEMBER
,3346,Kenneth,RAILWAY LAB,F,3143,23,Annan Dumfries and Galloway,4138,GOVERNESS TO FAMILY,1103,,,Jones,,12,,1103,,DECEMBER,,,3143,Catherine,Agnes,Maisuradze,1890,"1 Preston Gardens, Annan, Dumfries and Galloway",4138,3346,SYNTHETIC DATA PRODUCED USING VALIPOP,Jones,1103,1886,JANUARY
,3114,James,BLACKSMITH,F,3173,31,Weensmoore Scottish Borders,4126,LAB'S WIFE,1073,,,Flores,,1,,1073,1374,MARCH,,,3173,Ellen,Isabella,Garcia,1890,"2 Weensmoore, Scottish Borders",4126,3114,SYNTHETIC DATA PRODUCED USING VALIPOP,Flores,1073,1884,SEPTEMBER
,3206,Arthur,PLOUGHMAN,F,3235,9,Kirkton Angus,4132, ,1067,,,Larsson,,25,,1067,1373,OCTOBER,,,3235,Lizzie,Marion,Brown,1890,"1 Corsar Croft, Kirkton, Angus",4132,3206,SYNTHETIC DATA PRODUCED USING VALIPOP,Larsson,1067,1882,FEBRUARY
,3002,James,PLOUGHMAN,F,3055,9,,4120,SEAMSTRESS,1050,illegitimate,,Rivera,,14,,1050,1281,DECEMBER,,,3055,Hannah,Charolina,Fernandez,1890,"1 James Street, Stotfield, Lossiemouth",4120,3002,SYNTHETIC DATA PRODUCED USING VALIPOP,Rivera,1050,1889,APRIL
4151,2778,Matthew,FISHERMAN,F,2859,22,South Ayrshire,4151, ,918,,4151,Jones,,8,,918,,APRIL,,,2859,Maria,Ann,Soto,1891,"2183 Main Street, South Ayrshire",4151,2778,SYNTHETIC DATA PRODUCED USING VALIPOP,Jones,918,1868,JUNE
4156,3371,Richard,SHIPPING CL,F,2911,13,Highland,4156,G WORK,1074,,4156,Grech,,4,,1074,,MAY,,,2911,Lisandra,Isabella,Nguyen,1891,"1 Blaven View, Highland",4156,3371,SYNTHETIC DATA PRODUCED USING VALIPOP,Grech,1074,1884,JUNE
,3390,George,LAPPER,F,3355,18,North Ayrshire,4164,PROSTITUTE,1109,,,Schmit,,3,,1109,,JUNE,,,3355,Mary,Helen,Sepp,1891,"1 Cora Linn Court, North Ayrshire",4164,3390,SYNTHETIC DATA PRODUCED USING VALIPOP,Schmit,1109,1888,FEBRUARY
,3468,William,DAIRYMAN'S SON,F,4079,16,Aberdeenshire,4166, ,1111,,,Varga,,5,,1111,,SEPTEMBER,,,4079,Margaret,Jemima,Rojas,1891,"1 Haddo Crescent, Aberdeenshire",4166,3468,SYNTHETIC DATA PRODUCED USING VALIPOP,Varga,1111,1887,MAY
3140,2416,Duncan,GENERAL SRV,F,2439,3,Balbinny Angus,3140,HOUSE KEEPER,807,,3140,Wozniak,,14,,807,,JULY,,,2439,Kate,Ann,Garcia,1859,"1 School Lane, Balbinny, Angus",3140,2416,SYNTHETIC DATA PRODUCED USING VALIPOP,Wozniak,807,1854,DECEMBER
4158,3172,Liam,PLOWMAN,F,3477,29,Portsoy Aberdeenshire,4158, ,1035,,4158,Prochazka,,22,,1035,1366,OCTOBER,,,3477,Martha,Ann,Rivera,1891,"1 Shore Street, Portsoy, Aberdeenshire",4158,3172,SYNTHETIC DATA PRODUCED USING VALIPOP,Prochazka,1035,1878,JUNE
4162,3296,John,JUTE WEAVER,F,2923,17,Highland,4162,POWER LOOM WEAVER,1059,,4162,Kovacevic,,3,,1059,1309,JANUARY,,,2923,Annie,Mary,Kovalchuk,1891,"40 Ard Struan Road, Highland",4162,3296,SYNTHETIC DATA PRODUCED USING VALIPOP,Kovacevic,1059,1884,APRIL
4152,3009,James,DAY LABOURER,F,2925,30,Highland,4152,WIDOW UNEMPLOYED,934,,4152,Paulauskas,,20,,934,1354,NOVEMBER,,,2925,Reka,Annie,Mohamed,1891,"81 Glebe Park, Highland",4152,3009,SYNTHETIC DATA PRODUCED USING VALIPOP,Paulauskas,934,1869,JUNE
,3044,Charles,BLACKSMITH,F,2803,12,Bridge of Don Aberdeen City,4154,NURSE,1010,,,Szabo,,23,,1010,1310,JANUARY,,,2803,Grace,Christina,Kristiansen,1891,"49 Whitestripes Path, Bridge of Don, Aberdeen City",4154,3044,SYNTHETIC DATA PRODUCED USING VALIPOP,Szabo,1010,1877,MAY
,3264,Patrick,COAL PIT ENGINE KEEPER,F,3100,20,Wallacetown Ayr ,4160, ,1045,,,Sanchez,,7,,1045,1308,JUNE,,,3100,Agnes,Jane,Garcia,1891,"1 Damside, Wallacetown, Ayr",4160,3264,SYNTHETIC DATA PRODUCED USING VALIPOP,Sanchez,1045,1881,DECEMBER
,3332,Robert,POTTER,F,3113,11,,4186, ,994,,,Anderson,,3,,994,,AUGUST,,,3113,Ruby,Isabella,White,1892,"1 Haughead, Scottish Borders",4186,3332,SYNTHETIC DATA PRODUCED USING VALIPOP,Anderson,994,1881,JANUARY
4180,2908,Jack, ,F,4148,12,Girvan South Ayrshire,4180,MASON'S WIFE,1116,,4180,Dumitru,,14,,1116,1387,AUGUST,,,4148,Jane,Ann,Soto,1892,"253 Golf Course Road, Girvan, South Ayrshire",4180,2908,SYNTHETIC DATA PRODUCED USING VALIPOP,Dumitru,1116,1891,NOVEMBER
4190,3174,Jocn,AGR LABOURER,F,3139,MAY,Stranraer Dumfries and Galloway,4190, ,1120,,4190,Rivera,,214,,1120,,22,,,3139,Christina,Cirs?y,Jones,1892,"1 John Simpson Drive, Stranraer, Dumfries and Galloway",4190,3174,SYNTHETIC DATA PRODUCED USING VALIPOP,Rivera,1120,1891,DECEMBER
4192,3232,Jeffrey,FLESHER,F,4077,,,4192,DOMESTIC SERV,1121,illegitimate,4192,Varga,,27,,,1400,,,,4077,Jessie,Margaret,Flores,1892,,4192,3232,SYNTHETIC DATA PRODUCED USING VALIPOP,Varga,,,NOVEMBER
4198,4108,William,FARMER'S SON,F,3229,6,Highland,4198,COTTON FACTORY WORKER,1124,,4198,Rodriguez,,12,,1124,,JULY,,,3229,Emma,Agnes,Sanchez,1892,"38 Raonmor, Highland",4198,4108,SYNTHETIC DATA PRODUCED USING VALIPOP,Rodriguez,1124,1890,OCTOBER
3142,2536,Nojus,ENGINE FITTER,F,2976,26,Gretna Dumfries and Galloway,3142,SERV,823,,3142,Bonik,,29,,823,1135,NOVEMBER,,,2976,Janet,Isabella,Rivera,1859,"1 Gretenhow, Gretna, Dumfries and Galloway",3142,2536,SYNTHETIC DATA PRODUCED USING VALIPOP,Bonik,823,1855,AUGUST
,3234,James,COAL MINER,F,3231,7,Dumfries and Galloway,4194,DRESS MAKER,1123,,,Rivera,,31,,1123,1335,MARCH,,,3231,Elizabeth,Lillias,Anderson,1892,"1 Merrick Terrace, Dumfries and Galloway",4194,3234,SYNTHETIC DATA PRODUCED USING VALIPOP,Rivera,1123,1889,OCTOBER
4196,3346,Kenneth,RAILWAY LAB,F,3143,23,Annan Dumfries and Galloway,4196,GOVERNESS TO FAMILY,1103,,4196,Jones,,19,,1103,1399,DECEMBER,,,3143,Catherine,Annie,Maisuradze,1892,"1 Preston Gardens, Annan, Dumfries and Galloway",4196,3346,SYNTHETIC DATA PRODUCED USING VALIPOP,Jones,1103,1886,DECEMBER
4182,3545,Samuel,AG LAB,F,3329,25,Abbotsmeadow Melrose ,4182,SEAMAN'S WIFE,1118,,4182,Mohamed,,12,,1118,1388,JANUARY,,,3329,Laura,Jane,Hasani,1892,"1 Fairways, Abbotsmeadow, Melrose",4182,3545,SYNTHETIC DATA PRODUCED USING VALIPOP,Mohamed,1118,1892,JUNE
4184,3046,Angus,HAND LOOM COTTON WEAVER,F,3005,26,Girvan South Ayrshire,4184, ,1009,,4184,Prochazka,,28,,1009,1321,OCTOBER,,,3005,Isabella,Cathrine,Visser,1892,"33 Knockcushan Street, Girvan, South Ayrshire",4184,3046,SYNTHETIC DATA PRODUCED USING VALIPOP,Prochazka,1009,1878,FEBRUARY
4188,3074,Sebastian,CLERK IN GRAIN STORE,F,3733,31,Lessudden House Scottisy Borders,4188,missing,1119,,4188,Schroeder,,16,1459,1119,,DECEMBER,,,3733,Kristiansen,Schroeder,Ann,1892,"2 Orchard Park,?Lessudden House, Scottish Borders",4188,3074,SYNTHETIC DATA PRODUCED USING VALIPOP,Ellen,1119,1890,APRIL
4214,2910,Philip,JOURNEYMAN MASON,F,2935,14,Calton Campbeltown ,4214,LODGING HOUSE KEEPER,944,,4214,Hernandez,,1,,944,,JANUARY,,,2935,Whelemina,Grace,Visser,1893,"1 Queen Street, Calton, Campbeltown",4214,2910,SYNTHETIC DATA PRODUCED USING VALIPOP,Hernandez,944,1871,FEBRUARY
4215,3011,Ethan,LABOURER,F,2980,22,Highland,4215,DOMESTIC SERVANT,952,,4215,Greco,,25,,952,,NOVEMBER,,,2980,Chloe,Margaret,Mohamed,1893,"1 Rha Bank, Highland",4215,3011,SYNTHETIC DATA PRODUCED USING VALIPOP,Greco,952,1870,FEBRUARY
4216,3046,Angus,HAND LOOM COTTON WEAVER,F,3005,26,Girvan South Ayrshire,4216, ,1009,,4216,Prochazka,,10,,1009,,OCTOBER,,,3005,Isabella,Sarah,Visser,1893,"33 Knockcushan Street, Girvan, South Ayrshire",4216,3046,SYNTHETIC DATA PRODUCED USING VALIPOP,Prochazka,1009,1878,FEBRUARY
,3110,William, ,F,3145,9,Ellon Aberdeenshire,4218,WHITE FISHER WIFE,1034,,,Rojas,,4,,1034,,APRIL,,,3145,Agnes,Jemima,WILLIAMS,1893,"23 Eilean Rise, Ellon, Aberdeenshire",4218,3110,SYNTHETIC DATA PRODUCED USING VALIPOP,Rojas,1034,1878,AUGUST
,3390,George,LAPPER,F,3355,18,North Ayrshire,4220,PROSTITUTE,1109,,,Schmit,,22,,1109,,JUNE,,,3355,Mary,Ann,Sepp,1893,"1 Cora Linn Court, North Ayrshire",4220,3390,SYNTHETIC DATA PRODUCED USING VALIPOP,Schmit,1109,1888,JUNE
3144,2534,John,SCHOLAR,F,2633,13,,3144,DOMESTIC SERVANT,809,,3144,Sanchez,,29,,809,1163,OCTOBER,,,2633,Jane,Mary,Hernandez,1859,"237 The Paddock, East Lothian",3144,2534,SYNTHETIC DATA PRODUCED USING VALIPOP,Sanchez,809,1858,AUGUST
,3418,Archibald,GROCER EMPLOYING 1 MAN,F,3319,21,Dumfries and Galloway,4224,FLAX WORKER,1060,,,Maisuradze,,25,,1060,,JANUARY,,,3319,Elizabeth,Janet,Rossi,1893,"55 The Hawthorns, Dumfries and Galloway",4224,3418,SYNTHETIC DATA PRODUCED USING VALIPOP,Maisuradze,1060,1885,MAY
,3384,Nathan,GENERAL LAW CL,F,3602,12,Coplandhill Aberdeenshire,4222,DRESSMAKER,1110,,,Andersson,,18,,1110,1358,JUNE,,,3602,Isabella,Elizabeth,Jones,1893,"1 Tortorston Drive, Coplandhill, Aberdeenshire",4222,3384,SYNTHETIC DATA PRODUCED USING VALIPOP,Andersson,1110,1888,NOVEMBER
,3659,Walter,JOURNEYMAN BLACKSMITH,F,3404,28,Troon South Ayrshire,4226,SCHOLAR,1132,,,Rodriguez,,22,,1132,1355,OCTOBER,,,3404,Eva,Catherine,Martinez,1893,"1 Wood Road, Troon, South Ayrshire",4226,3659,SYNTHETIC DATA PRODUCED USING VALIPOP,Rodriguez,1132,1892,NOVEMBER
,3084,Charles,AG LAB,F,3087,23,Broomhill Aberdeen City,4234, ,1052,,,Prochazka,,27,,1052,,MAY,,,3087,Isabella,Margaret,Rodriguez,1894,"1 Salisbury Terrace, Broomhill, Aberdeen City",4234,3084,SYNTHETIC DATA PRODUCED USING VALIPOP,Prochazka,1052,1881,MARCH
4236,3146,Angus,HAND LOOM COTTON WEAVER,F,3005,10,Aberdeenshire,4236, ,1136,,4236,Prochazka,,14,,1136,,JULY,,,3005,Betsy,Margaret,Rojas,1894,"1 North Wolridge Gardens Lane, Aberdeenshire",4236,3146,SYNTHETIC DATA PRODUCED USING VALIPOP,Prochazka,1136,1893,FEBRUARY
4238,3176,Jose,VET SURGEON & GRAIN MERCHANT,F,3514,31,Monksford House Scottish Borders,4238,CARTER'S WIFE,1099,,4238,Garcia,,20,,1099,,OCTOBER,,,3514,Ann,Catherine,CONLLY,1894,"2 Plainfield Terrace, Monksford House, Scottish Borders",4238,3176,SYNTHETIC DATA PRODUCED USING VALIPOP,Garcia,1099,1886,MAY
,3324,Hugh,CLERK,F,3303,20,,4244,AG LAB,1101,,,Markovic,,24,,1101,,JULY,,,3303,Annie,Christina,Harutyunyan,1894,"2 Braehouse, Scottish Borders",4244,3324,SYNTHETIC DATA PRODUCED USING VALIPOP,Markovic,1101,1891,FEBRUARY
,3496,Thomas,LABOURER IN WOODS,F,3499,24,Argyll and Bute,4246,COTTON WEAVER,1137,,,Smith,,11,,1137,,APRIL,,,3499,Christian,Maggie,Jones,1894,"1 Lochandhu Road, Argyll and Bute",4246,3496,SYNTHETIC DATA PRODUCED USING VALIPOP,Smith,1137,1890,JANUARY
,3162,Thomas,LABOURER (AG),F,3047,20,,4240,LABOURER'S WIFE,1044,,,Soto,,2,,1044,1415,NOVEMBER,,,3047,Jeannie,Elizabeth,Mohamed,1894,"1 Cowden Road, Perth and Kinross",4240,3162,SYNTHETIC DATA PRODUCED USING VALIPOP,Soto,1044,1885,FEBRUARY
,3172,Liam,PLOWMAN,F,3477,29,Portsoy Aberdeenshire,4242, ,1035,,,Prochazka,,15,,1035,1440,OCTOBER,,,3477,Martha,Margaret,Rivera,1894,"1 Shore Street, Portsoy, Aberdeenshire",4242,3172,SYNTHETIC DATA PRODUCED USING VALIPOP,Prochazka,1035,1878,NOVEMBER
3146,2698,Thomas,ROPE SPINNER,F,2650,9,,3146,SCHOLAR,825,,3146,Rojas,,14,,825,1136,JULY,,,2650,Janet,Betsy,Markovic,1859,"87 Riverside Park, Highland",3146,2698,SYNTHETIC DATA PRODUCED USING VALIPOP,Rojas,825,1866,APRIL
,4036,Julen, ,F,4035,23,,4256,GENERAL SERV,1077,,,Tkachenko,,16,,1077,,JUNE,,,4035,Mateja,Grace,Hernandez,1895,"1 Balcastle Road, Holehousemuir, Falkirk",4256,4036,SYNTHETIC DATA PRODUCED USING VALIPOP,Tkachenko,1077,1868,AUGUST
,3418,Maisuradze,GROCER EMPLOYING 1 MAN,F,3319,21,Dumfries and Galloway,4266,FLAX WORKER,1060,missing,,Archibald,,17,,1060,,JANUARY,,,3319,Elizabeth,Annieg,Rossi,1895,"55 The Hawthorns, Dumfries and Galliway",4266,3418,SYNTHETIC DATA PRODUCED USING VALIPOP,Maisuradze,1060,1885,AUGUST
,3729,Felix,FARM SERVANT,F,3694,1,Allanbank Lauder ,4268,HOUSE MAID,1147,,,Oliynyk,,29,,1147,,JUNE,,,3694,Paula,Isabella,Schroeder,1895,"95 The Glebe, Allanbank, Lauder",4268,3729,SYNTHETIC DATA PRODUCED USING VALIPOP,Oliynyk,1147,1892,AUGUST
4260,3072,James,PIT HEAD LABOURER,F,2745,25,,4260,COTTON YARN WINDER,1143,,4260,Greco,,5,,1143,,JUNE,,,2745,Isabella,Bella,Markovic,1895,"253 Golf Course Road, Girvan, South Ayrshire",4260,3072,SYNTHETIC DATA PRODUCED USING VALIPOP,Greco,1143,1898,MAY
4264,3384,Nathan,SPIRIT MERCHANT,F,3602,12,Coplandhill Aberdeenshire,4264,DRESSMAKER,1110,,4264,Andersson,,2,,1110,1401,JUNE,,,3602,Isabella,Isabella,Jones,1895,"1 Tortorston Drive, Coplandhill, Aberdeenshire",4264,3384,SYNTHETIC DATA PRODUCED USING VALIPOP,Andersson,1110,1888,JUNE
4258,3084,Charles,AG LAB,F,3087,23,Broomhill Aberdeen City,4258, ,1052,,4258,Prochazka,,31,,1052,1337,MAY,,,3087,Isabella,Jane,Rodriguez,1895,"1 Salisbury Terrace, Broomhill, Aberdeen City",4258,3084,SYNTHETIC DATA PRODUCED USING VALIPOP,Prochazka,1052,1881,MARCH
4262,3627,Robert,NEWS PAPER CLERK,F,3389,17,Weensmoore Scottish Borders,4262,DOMESTIC SERVANT,1144,,4262,Smith,,14,,1144,1336,JANUARY,,,3389,Julie,Margaret,Zhu,1895,"1 Weensmoore, Scottish Borders",4262,3627,SYNTHETIC DATA PRODUCED USING VALIPOP,Smith,1144,1894,JULY
4282,3978,Ryan,LABOURER,F,3977,23,,4282,FLAX SPINNING MILL MANAGER WIFE,1062,,4282,Kobayashi,,1,,1062,,FEBRUARY,,,3977,Aada,Kate,Svensson,1896,"1 Mortonhall Park Grove, Liberton and District, City of Edinburgh",4282,3978,SYNTHETIC DATA PRODUCED USING VALIPOP,Kobayashi,1062,1875,JULY
4290,3296,James,SHEETING WEAVER,F,3105,25,Aberdeenshire,4290, ,1129,,4290,Paulauskas,,28,,1129,,NOVEMBER,,,3105,Annie,Andrewina,Kovalchuk,1896,"2 Haddo Crescent, Aberdeenshire",4290,3296,SYNTHETIC DATA PRODUCED USING VALIPOP,Paulauskas,1129,1892,NOVEMBER
