ID,family,marriage,child's forname(s),child's surname,birth day,birth month,birth year,address,sex,father's forename,father's surname,father's occupation,mother's forename,mother's maiden surname,mother's occupation,day of parents' marriage,month of parents' marriage,year of parents' marriage,place of parent's marriage,illegit,notes,Death,CHILD_IDENTITY,MOTHER_IDENTITY,FATHER_IDENTITY,DEATH_RECORD_IDENTITY,PARENT_MARRIAGE_RECORD_IDENTITY,FATHER_BIRTH_RECORD_IDENTITY,MOTHER_BIRTH_RECORD_IDENTITY,MARRIAGE_RECORD_IDENTITY1,MARRIAGE_RECORD_IDENTITY2,MARRIAGE_RECORD_IDENTITY3,MARRIAGE_RECORD_IDENTITY4,MARRIAGE_RECORD_IDENTITY5
5547,1481,1481,Willi,Larsson,3,MARCH,1931,"1 Col Bheinn Road, Brora, Highland",M,Alexander,Larsson,ENGINE CLEANER,Irena,Savic,WINDER IN JUTE FACTORY,16,OCTOBER,1926,"Brora Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5547,5441,4629,,1481,4629,5441,1801,,,,
5569,1384,1384,John,Harris,31,JANUARY,1932,"105 Glen Gardens, Braeleny Farm, Callander",M,Filip,Harris,ASSISTANT,Maria,Williams, ,13,FEBRUARY,1918,"Braeleny Farm Callander ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5569,4373,4345,,1384,4345,4373,,,,,
5570,1384,1384,Neil,Harris,31,JANUARY,1932,"105 Glen Gardens, Braeleny Farm, Callander",M,Filip,Harris,ASSISTANT,Maria,Williams, ,13,FEBRUARY,1918,"Braeleny Farm Callander ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5570,4373,4345,,1384,4345,4373,1917,,,,
5571,1396,1396,Will,De Vries,13,APRIL,1932,"1 Farnell Way, Bellyeoman, Dunfermline",M,Juho,De Vries,UPHOSTERER,Lea,Davis,HOUSEKEEPER,25,SEPTEMBER,1909,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,5571,5188,5187,,1396,5187,5188,1865,,,,
5572,1347,1347,David,Iliev,5,JULY,1932,"3 Pairc Uilleim, Highland",M,Patrick,Iliev,TAILOR JOURNEYMAN,Dorina,Morales, ,23,SEPTEMBER,1913,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5572,4441,4304,,1347,4304,4441,1809,,,,
5573,1411,1411,Charles,Dang,15,MAY,1932,"1 Cleddans Road, Radnor Park, West Dunbartonshire",M,Alexander,Dang,CLERK (COTTON MILL),Sofie,Smit, ,30,NOVEMBER,1913,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,5573,5236,5235,,1411,5235,5236,1926,,,,
5575,1337,1337,James,de Boer,21,MAY,1932,"2 Pairc Uilleim, Highland",M,Andrew,de Boer,CHELSEA PENSIONER & GATE KEEPER AT AN ENGINE MANFY,Jane,Prochazka, ,5,JANUARY,1914,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5575,4258,4125,,1337,4125,4258,,,,,
5577,1369,1369,Enard,Krajnc,26,MAY,1932,"254 Golf Course Road, Girvan, South Ayrshire",M,Jorge,Krajnc,FARMER OF 140 ACRES EMPLOYING 2 MEN AND 2 BOYS,Sarah,Mohamed, ,28,OCTOBER,1915,"Girvan South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5577,4286,4476,,1369,4476,4286,,,,,
5579,1417,1417,Patrick,Muratovic,3,SEPTEMBER,1932,"43 Duntaylor Avenue, Aberfeldy, Perth and Kinross",M,Bence,Muratovic,GROCER,Christina,Hansen,SEWER,4,APRIL,1921,"Aberfeldy Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5579,4340,5111,,1417,5111,4340,1919,,,,
5581,1394,1394,Donald,Szabo,20,AUGUST,1932,"2 Prestonfield Road, Annan, Dumfries and Galloway",M,Alfred,Szabo,LABOURER BOAT YARD,Manon,Grigoryan,HOUSE KEEPER,30,OCTOBER,1919,"Annan Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5581,4721,3969,,1394,3969,4721,1938,,,,
5583,1502,1502,Gavin,Rossi,19,NOVEMBER,1932,"1 Peelnick, Scottish Borders",M,James,Rossi,AG LAB,Janet,Bonik,FARM SERVANT,23,JUNE,1933,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,5583,4422,4361,,1502,4361,4422,1963,,,,
5585,1451,1451,Joseph,Szabo,20,APRIL,1932,"2 Grubbit Mill, Scottish Borders",M,James,Szabo,PLOUGHMAN,Isabella,Visser,WIFE,25,JULY,1924,"Grubbit Mill Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5585,4428,4187,,1451,4187,4428,1935,,,,
5587,1499,1499,David,Jansen,9,JULY,1932,"1 Langside Court, Kirkfield, Bothwell",M,Alejandro,Jansen,LABOURER AT IRON WORKS,Sofie,Becker, ,4,NOVEMBER,1918,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,5587,5559,5558,,1499,5558,5559,,,,,
5589,1406,1406,David,Bonik,28,SEPTEMBER,1932,"1 Torrie Wyne, Fife",M,Archd,Bonik,ENGINEMAN,Barbara,Soto,FACTORY W,20,JUNE,1919,"Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5589,4500,4331,,1406,4331,4500,,,,,
5591,1505,1505,John,Andersson,21,JULY,1932,"74 Fairwinds Place, Coplandhill, Aberdeenshire",M,Alexander,Andersson,PLOUGHMAN,Anne,Demir,AG LAB,28,MARCH,1933,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,,5591,4536,4165,,1505,4165,4536,,,,,
5593,1463,1463,John,Greco,8,AUGUST,1932,"1 Ramsay Terrace, Tillicoultry, Clackmannanshire",M,John,Greco,HILL CLERK COAL,Mary,Hansen,DOMESTIC SERVANT,27,AUGUST,1922,"Tillicoultry Clackmannanshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5593,4528,4232,,1463,4232,4528,1839,,,,
5595,1465,1465,Thos,Kuznetsov,16,AUGUST,1932,"1 Pottis Road, Broomridge, Stirling",M,Nico,Kuznetsov,CABINET MAKER,Elizabeth,Demir,FARMER'S DAUR,13,MARCH,1925,"Broomridge Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5595,4666,4886,,1465,4886,4666,,,,,
5597,1506,,William,Jones,9,DECEMBER,1932,,M,Frances,Jones,MASON'S LABOURER,Christina,Harutyunyan,COTTON WEAVER,,,,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,,5597,4738,4163,,,4163,4738,1817,,,,
5599,1507,1507,Donald,Tkachenko,27,JULY,1932,"2 Milton Wynd, South Ayrshire",M,John,Tkachenko,GLASS MAKER,Irena,Savic,WINDER IN JUTE FACTORY,22,MARCH,1932,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5599,5441,4571,,1507,4571,5441,1936,,,,
5601,1509,1509,Andrew,Wozniak,30,JANUARY,1932,"32 Gordon Brown Place, Highland",M,Michael,Wozniak,SCHOLAR,Rose,Watanabe,SCHOLAR,26,JUNE,1935,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,5601,4950,4945,,1509,4945,4950,1951,,,,
5603,1511,1511,John,Jones,23,OCTOBER,1932,"14 Tom na Faidhir, Claggan, Highland",M,Willia,Jones, ,Agnes,Tkachenko,SCHOLAR,13,AUGUST,1932,"Claggan Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5603,4946,4831,,1511,4831,4946,,,,,
5619,1388,1388,David,Anderson,19,FEBRUARY,1933,"1 Kerse Avenue, North Ayrshire",M,Robert,Anderson,STONE HEWER,Jane,Mohamed, ,6,APRIL,1916,"North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,5619,5619,4182,4089,5619,1388,4089,4182,,,,,
5621,1336,1336,Patr,Watanabe,1,MARCH,1933,"1589 Castle Road, South Ayrshire",M,James,Watanabe,MINISTER OF ALVA FREE CHURCH,Margaret,Smith,DOMESTIC SERVANT,9,NOVEMBER,1912,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,5621,5621,4262,4155,5621,1336,4155,4262,,,,,
5623,1367,1367,James,Garcia,7,DECEMBER,1933,"1591 Castle Road, South Ayrshire",M,James,Garcia,JOINER,Mary,Bonik, ,4,NOVEMBER,1916,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5623,4288,4263,,1367,4263,4288,1860,,,,
5625,1375,1375,Duncan,Kuznetsov,25,DECEMBER,1933,"1 The Avenue, Three Bridges, Inveraray",M,Alexander,Kuznetsov,MARINE ENGINE MAN,Nanami,Schmid,DAIRY MAID,17,FEBRUARY,1917,"Three Bridges Inveraray ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5625,5040,4885,,1375,4885,5040,1842,,,,
5627,1518,1518,Richard,Ramirez,7,JANUARY,1933,"1 Crofts Court, Ninewells North Lodge, Scottish Borders",M,Jack,Ramirez,FISH MERCHANT,Mary,Carvalho,COTTON TWISTER,28,OCTOBER,1933,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,,5627,4402,5401,,1518,5401,4402,1874,,,,
5629,1360,1360,Robt,de Boer,5,OCTOBER,1933,"1 Ashgrove Avenue, Maybole, South Ayrshire",M,James,de Boer,LABOURER,Margaret,Wozniak,AG LAB,30,NOVEMBER,1921,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,5629,4462,4057,,1360,4057,4462,2011,,,,
5631,1464,1464,George,Soto,10,MARCH,1933,"1 Seafield Crescent, Highland",M,Harry,Soto,TAILOR,Jessie,Paulauskas,DRASS MAKER,14,DECEMBER,1925,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5631,4522,4091,,1464,4091,4522,,,,,
5633,1452,1452,Robert,Dumitru,28,JULY,1933,"734 Golf Course Road, Girvan, South Ayrshire",M,Malcolm,Dumitru,FARMERS SON,Annie,Prochazka,DRESS MAKER,6,JULY,1928,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,5633,4538,4493,,1452,4493,4538,,,,,
5635,1520,1520,James,Jones,28,MAY,1933,"1 Cobblebrae Crescent, Bainsford, Falkirk",M,Samuel,Jones,IRON WEIGHER,Mary,Prochazka,GENERAL SERV,17,NOVEMBER,1929,"Bainsford Falkirk",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5635,4608,4453,,1520,4453,4608,1847,,,,
5637,1472,1472,Will,Bakker,8,MAY,1933,"8 Cille Bha 'Nain, Buailledubh, Na h-Eileanan Siar",M,Juan,Bakker,LAWYER'S CLERK,Isabella,Wozniak,DOMESTIC SERVANT,12,MARCH,1925,"Buailledubh Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5637,4620,5323,,1472,5323,4620,,,,,
5639,1494,1494,David,Tkachenko,12,APRIL,1933,"2 Haughead, Scottish Borders",M,Peter,Tkachenko,JOURNEYMAN BAKER,Betsy,Sanchez,GENERAL SERV,3,JUNE,1928,"Haughead Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5639,4670,4537,,1494,4537,4670,,,,,
5641,1480,1480,Andrew,Smith,5,FEBRUARY,1933,"1 Mid Lane, Perth and Kinross",M,James,Smith,HOUSE PROPRIETOR,Eva,Prochazka, ,7,JUNE,1927,"Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5641,4742,4558,,1480,4558,4742,1907,,,,
5643,1523,1523,Edward,Grigoryan,3,MARCH,1933,"1 Stewart Cottages, Aberdeenshire",M,Archibald,Grigoryan,LAW CLERK AP TO W S,Flora,Garcia,RAGG CUTTER,8,DECEMBER,1930,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5643,4804,4743,,1523,4743,4804,1965,,,,
5645,1525,1525,David,Markovic,8,AUGUST,1933,"1 Stronvaar Avenue, Campbeltown, Argyll and Bute",M,Markus,Markovic,BLACKSMITH JOURNEYMAN,Mary,Huseynov, ,20,SEPTEMBER,1937,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,,5645,4814,4755,,1525,4755,4814,,,,,
5663,1298,1298,John,Larsson,19,OCTOBER,1934,"1 Heatherfield Post Office Road, Portree, Highland",M,William,Larsson,UNDERGROUND MANAGER,Marie,Morales,PAUPER,4,NOVEMBER,1909,"Portree Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,5663,5663,4440,4117,5663,1298,4117,4440,,,,,
5665,1389,1389,James,Larsson,20,JULY,1934,"2 Cora Linn Court, North Ayrshire",M,William,Larsson,ABLE SEAMAN,Elizabeth,Dumitru,MILLINER,12,JUNE,1918,"North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,5665,5665,4318,4403,5665,1389,4403,4318,,,,,
5667,1518,1518,Robt,Ramirez,2,NOVEMBER,1934,"1 Crofts Court, Ninewells North Lodge, Scottish Borders",M,Jack,Ramirez,FISH MERCHANT,Mary,Carvalho,COTTON TWISTER,28,OCTOBER,1933,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,5667,5667,4402,5401,5667,1518,5401,4402,,,,,
5669,1502,1502,George,Rossi,22,DECEMBER,1934,"1 Peelnick, Scottish Borders",M,James,Rossi,AG LAB,Janet,Bonik,FARM SERVANT,23,JUNE,1933,,,SYNTHETIC DATA PRODUCED USING VALIPOP,5669,5669,4422,4361,5669,1502,4361,4422,,,,,
5671,1426,1426,James,Markovic,2,MARCH,1934,"1 Jones Street, Fife",M,Emre,Markovic,FARM STEWARD,Catherine,Bonik,DOMESTIC SERVANT,26,MARCH,1923,"Fife",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5671,4492,4757,,1426,4757,4492,,,,,
5673,1478,1478,Daniel,Wozniak,28,NOVEMBER,1934,"43 Ard Struan Road, Highland",M,Juan,Wozniak, ,Mary,Paulauskas,COTTON MILL WORKER,28,NOVEMBER,1925,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,5673,5673,4618,4793,5673,1478,4793,4618,,,,,
5675,1532,1532,David,Brown,1,FEBRUARY,1934,"1 Castle Drive, South Ayrshire",M,William,Brown,BLACKSMITH (JOURNEYMAN),Amy,Smith,DOMESTIC SERV,31,JANUARY,1932,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5675,4686,4563,,1532,4563,4686,,,,,
5677,1465,1465,Alexander,Kuznetsov,4,NOVEMBER,1934,"1 Pottis Road, Broomridge, Stirling",M,Nico,Kuznetsov,CABINET MAKER,Elizabeth,Demir,FARMER'S DAUR,13,MARCH,1925,"Broomridge Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5677,4666,4886,,1465,4886,4666,,,,,
5679,1522,1522,James,Santos,31,AUGUST,1934,"1 Wingate Avenue, Dalry, North Ayrshire",M,David,Santos,MINER,Mary,Sanchez,DAIRY MAID,8,DECEMBER,1929,"Dalry North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5679,4740,4783,,1522,4783,4740,,,,,
5681,1534,1534,George,Savic,8,MARCH,1934,"1 Kennels Road, Annan, Dumfries and Galloway",M,Tomas,Savic,MILL MECHANIC,Margt,Maisuradze,REELER,30,APRIL,1930,"Annan Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5681,4812,5440,,1534,5440,4812,1873,,,,
5683,1536,1536,John,Wozniak,5,MAY,1934,"2 Mallard Road, Aberdeenshire",M,David,Wozniak,FARMER,Bridget,Pena,HAND LOOM WEAVER,15,SEPTEMBER,1929,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5683,4816,4463,,1536,4463,4816,1893,,,,
5699,1542,,Herbert,Kovacevic,16,MARCH,1935,,M,Alexander,Kovacevic, ,Mary,Kiss,DOMESTIC SERVANT,,,,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,5699,5699,4002,5695,5699,,5695,4002,,,,,
5700,1334,1334,Andw,Wozniak,22,SEPTEMBER,1935,"16 Gorse Circle, Heatherknowe, Aberdeenshire",M,George,Wozniak,BLACKSMITH,Ruth,Anderson,HOUSE KEEPER,4,OCTOBER,1913,"Heatherknowe Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,5700,5700,4032,3947,5700,1334,3947,4032,,,,,
5701,1273,1273,Robert,Santos,2,JULY,1935,"1 Meadows Place, Lochgilphead, Argyll and Bute",M,Louis,Santos,HERD,Catherine,Prochazka, ,2,FEBRUARY,1907,"Lochgilphead Argyll and Bute",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5701,4026,4011,,1273,4011,4026,1921,,,,
5703,1273,1273,Robert,Santos,2,JULY,1935,"1 Meadows Place, Lochgilphead, Argyll and Bute",M,Louis,Santos,HERD,Catherine,Prochazka, ,2,FEBRUARY,1907,"Lochgilphead Argyll and Bute",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5703,4026,4011,,1273,4011,4026,1864,,,,
5705,1354,1354,David,Jones,25,JUNE,1935,"2 Hartrigge Road, Scaurs, Jedburgh",M,David,Jones,GENERAL LABOURER AG,Annie,Paulauskas, ,11,MARCH,1915,"Scaurs Jedburgh ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5705,4152,3615,,1354,3615,4152,1802,,,,
5707,1487,1487,Peter,Kuznetsov,22,APRIL,1935,"2 Mansefield, Auchreoch, Stirling",M,Ethan,Kuznetsov,TAILOR,Mary,Jones, ,28,APRIL,1927,"Auchreoch Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5707,4292,4884,,1487,4884,4292,1961,,,,
5709,1417,1417,James,Muratovic,1,JANUARY,1935,"43 Duntaylor Avenue, Aberfeldy, Perth and Kinross",M,Bence,Muratovic,GROCER,Christina,Hansen,SEWER,4,APRIL,1921,"Aberfeldy Perth and Kinross",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5709,4340,5111,,1417,5111,4340,,,,,
5711,1477,1477,Wm,Prochazka,19,SEPTEMBER,1935,"1 Robertson Way, Braeleny Farm, Stirling",M,Archibald,Prochazka,FLESHER,Isabel,Harris,DAIRYMAID,30,DECEMBER,1929,"Braeleny Farm Stirling",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5711,4417,4185,,1477,4185,4417,,,,,
5713,1543,1543,John,Popa,2,NOVEMBER,1935,"1 Manse Road, Allanbank, Lauder",M,Veeti,Popa,LABOURER,Javiera,Moreau, ,15,OCTOBER,1932,"Allanbank Lauder ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5713,5280,5002,,1543,5002,5280,,,,,
5715,1452,1452,John,Dumitru,20,MAY,1935,"734 Golf Course Road, Girvan, South Ayrshire",M,Malcolm,Dumitru,BASKET MAKER (JOURNEYMAN),Annie,Prochazka, ,6,JULY,1928,,,SYNTHETIC DATA PRODUCED USING VALIPOP,,5715,4538,4493,,1452,4493,4538,1890,,,,
5717,1491,1491,John,Wozniak,18,FEBRUARY,1935,"1 Newton Square, Dumfries and Galloway",M,James,Wozniak,RAILWAY LAB,Isabella,Bonik,WOOD TURNERS WIFE,2,AUGUST,1927,"Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5717,4590,4499,,1491,4499,4590,1908,,,,
5719,1520,1520,Samuel,Jones,26,AUGUST,1935,"1 Cobblebrae Crescent, Bainsford, Falkirk",M,Samuel,Jones,IRON WEIGHER,Mary,Prochazka,GENERAL SERV,17,NOVEMBER,1929,"Bainsford Falkirk",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5719,4608,4453,,1520,4453,4608,2084,,,,
5721,1494,1494,William,Tkachenko,26,JANUARY,1935,"2 Haughead, Scottish Borders",M,Peter,Tkachenko,SEAMAN ON CLYDE,Betsy,Sanchez,GENERAL SERV,3,JUNE,1928,"Haughead Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5721,4670,4537,,1494,4537,4670,1911,,,,
5723,1479,1479,John,Jimenez,10,MARCH,1935,"1 Kinloch Road, Waterside, Aberdeenshire",M,John,Jimenez,MUSLIN WEAVER,Elizabeth,Flores,LAUNDRESS,1,JULY,1927,"Waterside Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5723,4704,4569,,1479,4569,4704,1925,,,,
5725,1549,1549,John,Smith,12,SEPTEMBER,1935,"1 Smiddy Park, Aberdeenshire",M,D,Smith,CARTER,Jean,Szabo,MUSLIN SEWER,10,DECEMBER,1932,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5725,4778,4707,,1549,4707,4778,,,,,
5727,1551,1551,William,Reyes,9,DECEMBER,1935,"1 Pentland Place, Middle Grange, Aberdeenshire",M,Joseph,Reyes,MASON,Violet,Jimenez, ,28,JANUARY,1931,"Middle Grange Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5727,4772,4703,,1551,4703,4772,1980,,,,
5729,1552,1552,James,Garcia,22,SEPTEMBER,1935,"3 Haughead, Scottish Borders",M,Thomas,Garcia,JOINER,Ann,Brown,SCHOLAR,28,JULY,1934,"Haughead Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5729,4940,4805,,1552,4805,4940,,,,,
5747,1505,1505,George,Andersson,3,JULY,1936,"74 Fairwinds Place, Coplandhill, Aberdeenshire",M,Alexander,Andersson,PLOUGHMAN,Anne,Demir, ,28,MARCH,1933,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,5747,5747,4536,4165,5747,1505,4165,4536,,,,,
5749,1491,1491,Patrick,Wozniak,1,SEPTEMBER,1936,"1 Newton Square, Dumfries and Galloway",M,James,Wozniak,RAILWAY LAB,Isabella,Bonik,WOOD TURNERS WIFE,2,AUGUST,1927,"Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,5749,5749,4590,4499,5749,1491,4499,4590,,,,,
5751,1472,1472,Will,Bakker,30,JUNE,1936,"8 Cille Bha 'Nain, Buailledubh, Na h-Eileanan Siar",M,Juan,Bakker,LAWYER'S CLERK,Isabella,Wozniak,DOMESTIC SERVANT,12,MARCH,1925,"Buailledubh Na h-Eileanan Siar",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5751,4620,5323,,1472,5323,4620,,,,,
5753,1548,1548,Peter,Hojgaard,16,MARCH,1936,"13 Kinneil Park, Croc, North Ayrshire",M,Laurence,Hojgaard,MILL WRIGHT,Helen,Prochazka,HOUSE KEEPER,18,OCTOBER,1932,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,5753,5753,4782,4741,5753,1548,4741,4782,,,,,
5755,1524,1524,George,Bonik,27,OCTOBER,1936,"47 Northfield Park, Annan, Dumfries and Galloway",M,George,Bonik,LABOURER,Martha,Smith,TAMBOURER,12,DECEMBER,1930,"Annan Dumfries and Galloway",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5755,4800,4523,,1524,4523,4800,,,,,
5757,1561,1561,James,Sepulveda,23,FEBRUARY,1936,"4 Weensmoore, Scottish Borders",M,Aaron,Sepulveda,LABOURER BRICK WORK,Margaret,WILLIAMS,COTTON YARN WINDER,21,JANUARY,1934,"Weensmoore Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5757,4829,5733,,1561,5733,4829,1950,,,,
5759,1563,1563,George,Pena,11,FEBRUARY,1936,"62 Northfield Gardens, Aberdeenshire",M,William,Pena,FARMER SON,Annie,Wozniak,COTTON WEAVER,5,FEBRUARY,1934,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5759,4848,4785,,1563,4785,4848,1979,,,,
5761,1565,1565,Lionel,Demir,25,FEBRUARY,1936,"1 Nicol Place, Heatherknowe, Portlethen",M,James,Demir,IRONWKS LAB,Margaret,Wozniak, ,8,MARCH,1935,"Heatherknowe Portlethen ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5761,4982,4837,,1565,4837,4982,1892,,,,
5775,1571,1571,Matthew,Schroeder,13,AUGUST,1937,"2 Hillhead, Scottish Borders",M,John,Schroeder,COAL MINER,Laura,Popa, ,29,SEPTEMBER,1935,"Hillhead Scottish Borders",,SYNTHETIC DATA PRODUCED USING VALIPOP,5775,5775,5004,4497,5775,1571,4497,5004,,,,,
5777,1505,1505,John,Andersson,20,SEPTEMBER,1937,"74 Fairwinds Place, Coplandhill, Aberdeenshire",M,Alexander,Andersson,PLOUGHMAN,Anne,Demir, ,28,MARCH,1933,,illegitimate,SYNTHETIC DATA PRODUCED USING VALIPOP,5777,5777,4536,4165,5777,1505,4165,4536,,,,,
5779,1545,1545,William,Nguyen,30,DECEMBER,1937,"1 Middleshade Road, Northbank Farm Steadings, St Andrews",M,Thomas,Nguyen,GAMEKEEPER,Mary,Sanchez, ,22,NOVEMBER,1931,"Northbank Farm Steadings St Andrews ",,SYNTHETIC DATA PRODUCED USING VALIPOP,5779,5779,4572,4495,5779,1545,4495,4572,,,,,
5781,1520,1520,James,Jones,5,JULY,1937,"1 Cobblebrae Crescent, Bainsford, Falkirk",M,Samuel,Jones,IRON WEIGHER,Mary,Prochazka,DAIRY MAID,17,NOVEMBER,1929,"Bainsford Falkirk",,SYNTHETIC DATA PRODUCED USING VALIPOP,5781,5781,4608,4453,5781,1520,4453,4608,,,,,
5783,1574,1574,James,Smith,17,SEPTEMBER,1937,"138 Greystone Place, Aberdeenshire",M,Sigurour,Smith,TAILOR (JOURNEYMAN),Flora,WILLIAMS, ,15,JUNE,1934,"Aberdeenshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,5783,5783,4632,4687,5783,1574,4687,4632,,,,,
5785,1471,1471,John,Brown,6,SEPTEMBER,1937,"1 Gordon Terrace, Wallacetown, Ayr",M,William,Brown,MILLER,Ava,Popa, ,14,MARCH,1927,"Wallacetown Ayr ",,SYNTHETIC DATA PRODUCED USING VALIPOP,5785,5785,5000,4623,5785,1471,4623,5000,,,,,
5787,1532,1532,Andrew,Brown,18,APRIL,1937,"1 Castle Drive, South Ayrshire",M,William,Brown,PLOUGHMAN,Amy,Smith,DOMESTIC SERV,31,JANUARY,1932,"South Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,5787,5787,4686,4563,5787,1532,4563,4686,,,,,
5789,1576,1576,Donald,Szabo,17,NOVEMBER,1937,"1 Park Terrace, Croc, North Ayrshire",M,James,Szabo,COLLECTOR TO GAS LIGHT CO,Janet,Schroeder, ,13,DECEMBER,1934,"Croc North Ayrshire",,SYNTHETIC DATA PRODUCED USING VALIPOP,5789,5789,4868,4715,5789,1576,4715,4868,,,,,
5791,1578,1578,William,Huseynov,3,APRIL,1937,"1 Forres Crescent, Hattonrigg, Bellshill",M,John,Huseynov,IRON MERCHANTS CLERK,Annie,Maisuradze,DOMESTIC SERVANT,22,FEBRUARY,1933,"Hattonrigg Bellshill ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5791,4872,4607,,1578,4607,4872,,,,,
5793,1565,1565,Joseph,Demir,10,AUGUST,1937,"1 Nicol Place, Heatherknowe, Portlethen",M,James,Demir,IRONWKS LAB,Margaret,Wozniak, ,8,MARCH,1935,"Heatherknowe Portlethen ",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5793,4982,4837,,1565,4837,4982,,,,,
5795,1580,1580,Malcolm,Bolkvadze,3,MARCH,1937,"89 Carbost Hall Road, Highland",M,Arthur,Bolkvadze,CLERK IN POST OFFICE,Elif,Perez,SCHOLAR,18,DECEMBER,1936,"Highland",,SYNTHETIC DATA PRODUCED USING VALIPOP,,5795,5513,5315,,1580,5315,5513,1922,,,,
